,MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEGA_MEAL_FREQUENCY,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
343,FEDXDM11,M,NR,2.0,CAS20,99,3.36,1.0,25,1.1459420917262981,15,0.6875652550357788,2,7.5,0.09167536733810384,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0
344,FEDXDM12,M,NR,2.0,CAS20,120,2.269230769230769,1.0,26,1.141254648539901,61,2.6775589831128452,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
345,FEDXDM13,M,NR,2.0,CAS20,143,3.0526315789473686,1.0,38,1.6713908708826115,27,1.1875671977323818,4,6.5,0.17593588114553807,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,2.0,0.0,4.0,0.0,6.0,1.0,2.0,4.0
346,FEDXDM14,M,NR,2.0,CAS20,172,3.292682926829268,1.0,41,1.813446038922744,37,1.6365244741497933,4,7.5,0.17692156477295062,1.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,2.0,0.0,4.0,1.0,3.0,0.0,1.0,1.0,1.0
347,FEDXDM15,M,NR,2.0,CAS20,155,3.2058823529411766,1.0,34,1.5249106108363337,46,2.0631143558373926,4,8.75,0.17940124833368634,4.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,4.0,1.0,4.0,0.0,1.0,3.0
348,FEDXDM16,M,NR,2.0,CAS20,110,2.40625,1.0,32,1.4027226456907678,33,1.4465577283686042,1,6.0,0.04383508267783649,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
349,FEDXDM17,M,NR,2.0,CAS20,127,2.7837837837837838,1.0,37,1.6120638532198917,24,1.0456630399264162,3,6.333333333333333,0.13070787999080202,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0
350,FEDXDM19,M,NR,2.0,CAS20,116,2.75,1.0,24,1.051542627639506,50,2.190713807582304,1,8.0,0.04381427615164608,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0
351,FEDXDM20,M,NR,2.0,CAS20,84,2.526315789473684,1.0,19,0.8376912054670373,36,1.5872043893059655,1,7.0,0.04408901081405459,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
352,FEDXDM11,M,NR,2.0,SUC,61,2.4705882352941178,1.0,17,0.7418721361553567,19,0.8291512109971635,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
353,FEDXDM12,M,NR,2.0,SUC,43,2.3333333333333335,1.0,3,0.13203418218272064,36,1.5844101861926476,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
354,FEDXDM13,M,NR,2.0,SUC,45,2.272727272727273,1.0,11,0.4847772595394616,20,0.8814131991626575,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
355,FEDXDM14,M,NR,2.0,SUC,19,2.0,1.0,2,0.0927106269556148,15,0.695329702167111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,FEDXDM15,M,NR,2.0,SUC,30,2.3333333333333335,1.0,6,0.305537873965627,16,0.8147676639083387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
357,FEDXDM16,M,NR,2.0,SUC,55,2.090909090909091,1.0,11,0.479639543615707,32,1.3953150359729658,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
358,FEDXDM17,M,NR,2.0,SUC,42,2.0,1.0,10,0.44116565770446803,22,0.9705644469498297,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
359,FEDXDM19,M,NR,2.0,SUC,75,2.4615384615384617,1.0,13,0.5682163107220475,43,1.8794847200806186,0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
360,FEDXDM20,M,NR,2.0,SUC,61,2.1333333333333333,1.0,15,0.6687803428118497,29,1.2929753294362427,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
361,FEDXDM11,M,NR,3.0,CAS5,136,3.3714285714285714,1.0,35,1.5350129136007016,18,0.7894352127089322,5,7.2,0.21928755908581452,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,0.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0
362,FEDXDM12,M,NR,3.0,CAS5,122,2.1904761904761907,1.0,21,0.9230656524340363,76,3.340618551666036,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0
363,FEDXDM13,M,NR,3.0,CAS5,119,2.642857142857143,1.0,28,1.2330878575098474,45,1.9817483424265405,1,7.0,0.044038852053923126,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0
364,FEDXDM14,M,NR,3.0,CAS5,140,2.9705882352941178,1.0,34,1.503316138540899,39,1.7243920412675018,4,7.0,0.17686072218128224,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0
365,FEDXDM15,M,NR,3.0,CAS5,156,3.4411764705882355,1.0,34,1.4904109589041097,39,1.7095890410958905,4,8.75,0.17534246575342466,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0
366,FEDXDM16,M,NR,3.0,CAS5,134,2.5135135135135136,1.0,37,1.5852424873549538,41,1.7566200535554894,1,6.0,0.042844391550133885,1.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0
367,FEDXDM17,M,NR,3.0,CAS5,138,2.9375,1.0,32,1.3825548461427681,44,1.901012913446306,3,6.333333333333333,0.1296145168258845,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0
368,FEDXDM18,M,NR,3.0,CAS5,132,2.3870967741935485,1.0,31,1.346622583681251,58,2.5194874146294377,0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0
369,FEDXDM19,M,NR,3.0,CAS5,130,2.533333333333333,1.0,30,1.2907080968031073,54,2.323274574245593,0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0
370,FEDXDM20,M,NR,3.0,CAS5,118,2.357142857142857,1.0,28,1.213259189716184,52,2.2531956380443416,0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0
371,FEDXDM11,M,NR,3.0,SUC,25,2.6666666666666665,1.0,6,0.2891566265060241,9,0.43373493975903615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,FEDXDM12,M,NR,3.0,SUC,25,2.0,1.0,2,0.09773976786805132,21,1.0262675626145388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
373,FEDXDM13,M,NR,3.0,SUC,44,2.2222222222222223,1.0,9,0.39721946375372397,24,1.059251903343264,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
374,FEDXDM14,M,NR,3.0,SUC,20,2.0,1.0,1,0.04546487838145033,18,0.8183678108661059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,FEDXDM15,M,NR,3.0,SUC,12,0.0,1.0,0,0.0,12,0.5568445475638051,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,FEDXDM16,M,NR,3.0,SUC,38,2.6,1.0,5,0.21662213878258357,25,1.0831106939129178,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
377,FEDXDM17,M,NR,3.0,SUC,36,2.0,1.0,5,0.21985001343527863,26,1.143220069863449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
378,FEDXDM18,M,NR,3.0,SUC,23,2.6666666666666665,1.0,3,0.13802798900888236,15,0.6901399450444118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,FEDXDM19,M,NR,3.0,SUC,34,2.0,1.0,2,0.09023687178844467,30,1.3535530768266701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,FEDXDM20,M,NR,3.0,SUC,31,2.6666666666666665,1.0,3,0.13321163381601994,23,1.0212891925894862,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
381,FEDXDM11,M,NR,4.0,CAS5,105,5.090909090909091,1.0,11,0.49769376751668404,49,2.216999509847047,4,7.5,0.18097955182424874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
382,FEDXDM12,M,NR,4.0,CAS5,74,2.8,1.0,5,0.2246517897259248,60,2.6958214767110977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
383,FEDXDM13,M,NR,4.0,CAS5,75,2.5555555555555554,1.0,9,0.4074088045569429,52,2.3539175374401142,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
384,FEDXDM14,M,NR,4.0,CAS5,78,3.8,1.0,5,0.22503938189183106,59,2.6554647063236065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
385,FEDXDM15,M,NR,4.0,CAS5,91,3.2857142857142856,1.0,7,0.3195050207931839,68,3.1037630591337866,1,6.0,0.04564357439902627,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
386,FEDXDM16,M,NR,4.0,CAS5,78,2.8333333333333335,1.0,6,0.26348853946838746,61,2.6788001512619393,1,6.0,0.043914756578064575,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,FEDXDM17,M,NR,4.0,CAS5,77,2.6666666666666665,1.0,9,0.3952520952020787,53,2.327595671745575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
388,FEDXDM18,M,NR,4.0,CAS5,106,2.5833333333333335,1.0,12,0.531339171504477,75,3.320869821902981,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
389,FEDXDM19,M,NR,4.0,CAS5,70,3.0,1.0,3,0.13185203271883775,61,2.680991331949701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,FEDXDM20,M,NR,4.0,CAS5,58,2.2,1.0,5,0.22560348933396834,47,2.1206727997393022,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,FEDXDM11,M,NR,4.0,SUC,44,2.0,1.0,7,0.31565893803314427,30,1.3528240201420467,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
392,FEDXDM12,M,NR,4.0,SUC,43,0.0,1.0,0,0.0,43,1.960585642636405,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,FEDXDM13,M,NR,4.0,SUC,41,2.0,1.0,1,0.04550740759468069,39,1.7747888961925469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,FEDXDM14,M,NR,4.0,SUC,58,2.0,1.0,4,0.1795063575168287,50,2.243829468960359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,FEDXDM15,M,NR,4.0,SUC,48,3.0,1.0,3,0.13801035077630822,39,1.794134560092007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
396,FEDXDM16,M,NR,4.0,SUC,52,3.5,1.0,2,0.08817262240074455,45,1.9838840040167527,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,FEDXDM17,M,NR,4.0,SUC,52,2.0,1.0,2,0.08912104370644518,48,2.138905048954684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398,FEDXDM18,M,NR,4.0,SUC,45,2.3333333333333335,1.0,3,0.13405657684048508,38,1.698049973312811,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,FEDXDM19,M,NR,4.0,SUC,49,0.0,1.0,0,0.0,49,2.1858736059479553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,FEDXDM20,M,NR,4.0,SUC,39,2.0,1.0,1,0.04519206628169722,37,1.672106452422797,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
